complexity,budget_ms,comparison,left_mode,left_ray_count,right_mode,right_ray_count,metric,metric_label,difference,ci_low,ci_high,n_paired
4x,2.0,budget_4x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,detection_range,Detection range,2.27005322565721,2.0986481181441463,2.4421134552721386,1067
4x,2.0,budget_4x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,unbraked_ttc,Unbraked TTC,0.7805998125585749,0.7230443611371441,0.8389589190877844,1067
4x,2.0,budget_4x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,stopping_margin,Stopping margin,2.3417994376757245,2.1691330834114324,2.5168767572633532,1067
4x,2.0,budget_4x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,collision_speed,Collision speed,-1.7831574605768472,-1.846353301081578,-1.7160171579279715,1440
4x,2.0,budget_4x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,undetected_collision_rate,Undetected-collision rate,-0.2590277777777778,-0.28265625,-0.2361111111111111,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,safe_stop_rate,Safe-stop rate,0.01597222222222222,0.010399305555555556,0.022916666666666665,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,detection_range,Detection range,1.3868443911610848,1.2757242063774856,1.4944912322602042,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,unbraked_ttc,Unbraked TTC,0.4773842592592591,0.439876736111111,0.5144218749999999,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,stopping_margin,Stopping margin,1.4321527777777772,1.3196302083333329,1.5432656249999994,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,collision_speed,Collision speed,-0.007142994928124122,-0.010248644896873736,-0.004650710828202435,1440
4x,5.0,budget_4x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,safe_stop_rate,Safe-stop rate,0.01597222222222222,0.010399305555555556,0.022916666666666665,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,detection_range,Detection range,1.3868443911610848,1.2757242063774856,1.4944912322602042,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,unbraked_ttc,Unbraked TTC,0.4773842592592591,0.439876736111111,0.5144218749999999,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,stopping_margin,Stopping margin,1.4321527777777772,1.3196302083333329,1.5432656249999994,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,collision_speed,Collision speed,-0.007142994928124122,-0.010248644896873736,-0.004650710828202435,1440
4x,5.0,budget_4x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,safe_stop_rate,Safe-stop rate,0.01597222222222222,0.010399305555555556,0.022916666666666665,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,detection_range,Detection range,1.3868443911610848,1.2757242063774856,1.4944912322602042,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,unbraked_ttc,Unbraked TTC,0.4773842592592591,0.439876736111111,0.5144218749999999,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,stopping_margin,Stopping margin,1.4321527777777772,1.3196302083333329,1.5432656249999994,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,collision_speed,Collision speed,-0.007142994928124122,-0.010248644896873736,-0.004650710828202435,1440
4x,8.0,budget_4x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,33,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,safe_stop_rate,Safe-stop rate,0.01597222222222222,0.010399305555555556,0.022916666666666665,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,detection_range,Detection range,1.3868443911610848,1.2757242063774856,1.4944912322602042,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,unbraked_ttc,Unbraked TTC,0.4773842592592591,0.439876736111111,0.5144218749999999,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,stopping_margin,Stopping margin,1.4321527777777772,1.3196302083333329,1.5432656249999994,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,collision_speed,Collision speed,-0.007142994928124122,-0.010248644896873736,-0.004650710828202435,1440
4x,8.0,budget_4x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,33,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,detection_range,Detection range,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,detection_range,Detection range,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
4x,48.420486839999995,budget_4x_48.4205_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,detection_range,Detection range,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_mesh-bvh,mesh-bvh,257,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,detection_range,Detection range,0.015922131815328873,0.010104515271542925,0.022135746787655352,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,unbraked_ttc,Unbraked TTC,0.006388888888888886,0.004351851851851849,0.00854166666666666,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,stopping_margin,Stopping margin,0.019166666666666676,0.013055555555555562,0.02562500000000001,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,0.5,budget_16x_0.5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,257,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,detection_range,Detection range,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,0.5,budget_16x_0.5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,detection_range,Detection range,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,detection_range,Detection range,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,1.0,budget_16x_1_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,detection_range,Detection range,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,safe_stop_rate,Safe-stop rate,1.0,1.0,1.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,detection_range,Detection range,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,unbraked_ttc,Unbraked TTC,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,stopping_margin,Stopping margin,,,,0
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,collision_speed,Collision speed,-3.0,-3.0,-3.0,1440
16x,2.0,budget_16x_2_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,0,undetected_collision_rate,Undetected-collision rate,-1.0,-1.0,-1.0,1440
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,safe_stop_rate,Safe-stop rate,0.6590277777777778,0.6347222222222222,0.6826388888888889,1440
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,detection_range,Detection range,-0.02074482319305705,-0.02301765777252773,-0.01846723772907191,491
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,491
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,stopping_margin,Stopping margin,0.0,0.0,0.0,491
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,collision_speed,Collision speed,-1.9770833333333333,-2.0479166666666666,-1.9041666666666666,1440
16x,5.0,budget_16x_5_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,5,undetected_collision_rate,Undetected-collision rate,-0.6590277777777778,-0.6826388888888889,-0.6347222222222222,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,safe_stop_rate,Safe-stop rate,0.6590277777777778,0.6347222222222222,0.6826388888888889,1440
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,detection_range,Detection range,-0.02074482319305705,-0.02301765777252773,-0.01846723772907191,491
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,491
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,stopping_margin,Stopping margin,0.0,0.0,0.0,491
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,collision_speed,Collision speed,-1.9770833333333333,-2.0479166666666666,-1.9041666666666666,1440
16x,5.0,budget_16x_5_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,5,undetected_collision_rate,Undetected-collision rate,-0.6590277777777778,-0.6826388888888889,-0.6347222222222222,1440
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,safe_stop_rate,Safe-stop rate,0.6590277777777778,0.6347222222222222,0.6826388888888889,1440
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,detection_range,Detection range,2.27005322565721,2.0986481181441463,2.4421134552721386,1067
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,unbraked_ttc,Unbraked TTC,0.7805998125585749,0.7230443611371441,0.8389589190877844,1067
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,stopping_margin,Stopping margin,2.3417994376757245,2.1691330834114324,2.5168767572633532,1067
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,collision_speed,Collision speed,-1.7831574605768472,-1.846353301081578,-1.7160171579279715,1440
16x,8.0,budget_16x_8_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,9,undetected_collision_rate,Undetected-collision rate,-0.2590277777777778,-0.28265625,-0.2361111111111111,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,safe_stop_rate,Safe-stop rate,0.6590277777777778,0.6347222222222222,0.6826388888888889,1440
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,detection_range,Detection range,2.27005322565721,2.0986481181441463,2.4421134552721386,1067
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,unbraked_ttc,Unbraked TTC,0.7805998125585749,0.7230443611371441,0.8389589190877844,1067
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,stopping_margin,Stopping margin,2.3417994376757245,2.1691330834114324,2.5168767572633532,1067
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,collision_speed,Collision speed,-1.7831574605768472,-1.846353301081578,-1.7160171579279715,1440
16x,8.0,budget_16x_8_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,9,undetected_collision_rate,Undetected-collision rate,-0.2590277777777778,-0.28265625,-0.2361111111111111,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_mesh-bvh,mesh-bvh,361,true-brute,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,detection_range,Detection range,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,unbraked_ttc,Unbraked TTC,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,stopping_margin,Stopping margin,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,collision_speed,Collision speed,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_mesh-bvh_to_scene-bvh,scene-bvh,361,mesh-bvh,361,undetected_collision_rate,Undetected-collision rate,0.0,0.0,0.0,1440
16x,204.42865014,budget_16x_204.429_ms_true-brute_to_scene-bvh,scene-bvh,361,true-brute,361,safe_stop_rate,Safe-stop rate,0.0,0.0,0.0,1440
