object_count,triangles_per_mesh,ray_count,mesh_bvh_p95_ms,scene_bvh_p95_ms,scene_minus_mesh_p95_ms
25,120,17,0.0081681,0.010749999999999958,0.002581899999999958
25,120,33,0.014967299999999998,0.10202114999999996,0.08705384999999996
25,120,65,0.030048199999999997,0.05914824999999996,0.02910004999999996
50,120,17,0.02561634999999999,0.04743299999999992,0.02181664999999993
50,120,33,0.08631249999999993,0.09636669999999996,0.010054200000000027
50,120,129,0.22503335,0.22512114999999963,8.779999999963817e-05
100,120,129,0.39806184999999994,1.7922520999999978,1.3941902499999979
