mode,scenario_id,ray_count,control,outcome,detected,detection_range,unbraked_ttc,stopping_margin,collision_speed,hit_flags_equal,object_ids_equal,ranges_equal
true-brute,234,361,fixed_scan,SafeStop,true,2.6004815601274864,0.66666666666666663,0.875,0,true,true,true
scene-bvh,234,361,fixed_scan,SafeStop,true,2.6004815601274864,0.66666666666666663,0.875,0,true,true,true
true-brute,234,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,234,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,235,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,235,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,235,5,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,5,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,9,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,9,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,17,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,17,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,33,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,33,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,65,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,65,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,129,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,129,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,257,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,257,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,361,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,361,fixed_scan,SafeStop,true,2.600400806897524,0.66666666666666663,0.875,0,true,true,true
true-brute,235,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,235,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,236,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,236,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,236,5,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,5,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,9,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,9,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,17,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,17,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,33,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,33,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,65,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,65,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,129,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,129,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,257,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,257,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,361,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,361,fixed_scan,SafeStop,true,2.6003202509913081,0.66666666666666663,0.875,0,true,true,true
true-brute,236,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,236,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,237,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,237,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,237,5,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,5,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,9,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,9,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,17,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,17,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,33,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,33,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,65,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,65,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,129,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,129,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,257,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,257,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,361,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,361,fixed_scan,SafeStop,true,2.6002398923785854,0.66666666666666663,0.875,0,true,true,true
true-brute,237,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,237,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,238,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,238,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,238,5,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,5,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,9,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,9,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,17,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,17,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,33,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,33,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,65,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,65,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,129,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,129,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,257,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,257,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,361,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,361,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,238,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,238,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,239,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,239,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,239,5,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,5,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,9,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,9,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,17,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,17,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,33,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,33,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,65,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,65,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,129,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,129,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,257,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,257,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,361,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,361,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,239,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,239,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,240,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,240,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,240,5,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,5,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,9,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,9,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,17,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,17,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,33,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,33,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,65,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,65,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,129,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,129,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,257,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,257,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,361,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,361,fixed_scan,SafeStop,true,2.5999999999999996,0.66666666666666663,0.875,0,true,true,true
true-brute,240,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,240,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,241,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,241,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,241,5,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,5,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,9,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,9,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,17,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,17,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,33,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,33,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,65,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,65,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,129,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,129,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,257,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,257,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,361,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,361,fixed_scan,SafeStop,true,2.6000797669129936,0.66666666666666663,0.875,0,true,true,true
true-brute,241,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,241,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,242,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,242,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,242,5,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,5,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,9,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,9,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,17,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,17,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,33,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,33,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,65,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,65,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,129,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,129,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,257,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,257,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,361,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,361,fixed_scan,SafeStop,true,2.6001597310291809,0.66666666666666663,0.875,0,true,true,true
true-brute,242,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,242,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,243,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,243,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,243,5,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,5,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,9,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,9,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,17,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,17,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,33,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,33,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,65,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,65,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,129,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,129,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,257,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,257,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,361,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,361,fixed_scan,SafeStop,true,2.6002398923785859,0.66666666666666663,0.875,0,true,true,true
true-brute,243,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,243,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,244,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,244,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,244,5,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,5,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,9,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,9,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,17,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,17,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,33,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,33,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,65,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,65,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,129,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,129,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,257,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,257,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,361,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,361,fixed_scan,SafeStop,true,2.6003202509913086,0.66666666666666663,0.875,0,true,true,true
true-brute,244,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,244,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,245,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,245,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,245,5,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,5,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,9,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,9,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,17,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,17,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,33,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,33,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,65,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,65,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,129,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,129,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,257,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,257,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,361,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,361,fixed_scan,SafeStop,true,2.6004008068975244,0.66666666666666663,0.875,0,true,true,true
true-brute,245,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,245,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,246,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,246,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,246,5,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,5,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,9,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,9,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,17,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,17,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,33,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,33,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,65,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,65,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,129,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,129,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,257,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,257,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,361,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,361,fixed_scan,SafeStop,true,2.6004815601274869,0.66666666666666663,0.875,0,true,true,true
true-brute,246,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
scene-bvh,246,361,first_frame_braking,SafeStop,true,2.6000000000000001,0.66666666666666663,0.875,0,true,true,true
true-brute,247,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,247,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,247,5,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,5,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,9,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,9,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,17,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,17,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,33,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,33,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,65,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,65,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,129,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,129,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
true-brute,247,257,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,247,257,fixed_scan,SafeStop,true,2.6005625107115247,0.66666666666666663,0.875,0,true,true,true
