mode,scenario_id,ray_count,control,outcome,detected,detection_range,unbraked_ttc,stopping_margin,collision_speed,hit_flags_equal,object_ids_equal,ranges_equal
true-brute,0,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,0,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,0,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,0,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,0,9,fixed_scan,Collision,true,0.7595637762959393,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
scene-bvh,0,9,fixed_scan,Collision,true,0.7595637762959393,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
true-brute,0,17,fixed_scan,Collision,true,1.64898133001981,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,0,17,fixed_scan,Collision,true,1.64898133001981,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,0,33,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,33,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
true-brute,0,65,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,65,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
true-brute,0,129,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,129,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
true-brute,0,257,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,257,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
true-brute,0,361,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,361,fixed_scan,SafeStop,true,2.6183431094732375,0.66666666666666663,0.875,0,true,true,true
true-brute,0,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,0,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,1,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,1,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,1,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,1,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,1,9,fixed_scan,Collision,true,0.75950356802867081,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
scene-bvh,1,9,fixed_scan,Collision,true,0.75950356802867081,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
true-brute,1,17,fixed_scan,Collision,true,1.6482985294169359,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,1,17,fixed_scan,Collision,true,1.6482985294169359,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,1,33,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,33,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
true-brute,1,65,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,65,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
true-brute,1,129,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,129,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
true-brute,1,257,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,257,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
true-brute,1,361,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,361,fixed_scan,SafeStop,true,2.6185083040177264,0.66666666666666663,0.875,0,true,true,true
true-brute,1,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,1,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,2,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,2,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,2,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,2,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,2,9,fixed_scan,Collision,true,0.75944342546818533,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
scene-bvh,2,9,fixed_scan,Collision,true,0.75944342546818533,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
true-brute,2,17,fixed_scan,Collision,true,1.6476164158442665,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,2,17,fixed_scan,Collision,true,1.6476164158442665,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,2,33,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,33,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
true-brute,2,65,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,65,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
true-brute,2,129,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,129,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
true-brute,2,257,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,257,fixed_scan,SafeStop,true,2.6186737130923827,0.66666666666666663,0.875,0,true,true,true
true-brute,2,361,fixed_scan,SafeStop,true,2.6185041470126036,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,361,fixed_scan,SafeStop,true,2.6185041470126036,0.66666666666666663,0.875,0,true,true,true
true-brute,2,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,2,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,3,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,3,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,3,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,3,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,3,9,fixed_scan,Collision,true,0.75938334858997991,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
scene-bvh,3,9,fixed_scan,Collision,true,0.75938334858997991,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
true-brute,3,17,fixed_scan,Collision,true,1.646934988348383,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,3,17,fixed_scan,Collision,true,1.646934988348383,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,3,33,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,33,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
true-brute,3,65,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,65,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
true-brute,3,129,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,129,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
true-brute,3,257,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,257,fixed_scan,SafeStop,true,2.6188393367623313,0.66666666666666663,0.875,0,true,true,true
true-brute,3,361,fixed_scan,SafeStop,true,2.6183381654158207,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,361,fixed_scan,SafeStop,true,2.6183381654158207,0.66666666666666663,0.875,0,true,true,true
true-brute,3,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,3,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,4,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,4,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,4,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,4,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,4,9,fixed_scan,Collision,true,0.75932333736958291,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
scene-bvh,4,9,fixed_scan,Collision,true,0.75932333736958291,0.033333333333333215,-1.0250000000000004,2.8635642126552714,true,true,true
true-brute,4,17,fixed_scan,Collision,true,1.6462542459776548,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,4,17,fixed_scan,Collision,true,1.6462542459776548,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,4,33,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,33,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
true-brute,4,65,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,65,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
true-brute,4,129,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,129,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
true-brute,4,257,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,257,fixed_scan,SafeStop,true,2.6190051750927941,0.66666666666666663,0.875,0,true,true,true
true-brute,4,361,fixed_scan,SafeStop,true,2.6181723984827898,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,361,fixed_scan,SafeStop,true,2.6181723984827898,0.66666666666666663,0.875,0,true,true,true
true-brute,4,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,4,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,5,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,5,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,5,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,5,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,5,9,fixed_scan,Collision,true,0.89672858367458375,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,5,9,fixed_scan,Collision,true,0.89672858367458375,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,5,17,fixed_scan,Collision,true,1.6455741877822359,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,5,17,fixed_scan,Collision,true,1.6455741877822359,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,5,33,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,33,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
true-brute,5,65,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,65,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
true-brute,5,129,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,129,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
true-brute,5,257,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,257,fixed_scan,SafeStop,true,2.6191712281490864,0.66666666666666663,0.875,0,true,true,true
true-brute,5,361,fixed_scan,SafeStop,true,2.6180068461482247,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,361,fixed_scan,SafeStop,true,2.6180068461482247,0.66666666666666663,0.875,0,true,true,true
true-brute,5,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,5,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,6,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,6,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,6,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,6,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,6,9,fixed_scan,Collision,true,0.89527893048272733,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,6,9,fixed_scan,Collision,true,0.89527893048272733,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,6,17,fixed_scan,Collision,true,1.6448948128140595,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,6,17,fixed_scan,Collision,true,1.6448948128140595,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,6,33,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,33,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
true-brute,6,65,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,65,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
true-brute,6,129,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,129,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
true-brute,6,257,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,257,fixed_scan,SafeStop,true,2.6193374959966178,0.66666666666666663,0.875,0,true,true,true
true-brute,6,361,fixed_scan,SafeStop,true,2.6178415083469337,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,361,fixed_scan,SafeStop,true,2.6178415083469337,0.66666666666666663,0.875,0,true,true,true
true-brute,6,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,6,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,7,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,7,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,7,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,7,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,7,9,fixed_scan,Collision,true,0.89383402274996593,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,7,9,fixed_scan,Collision,true,0.89383402274996593,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,7,17,fixed_scan,Collision,true,1.6443570006707542,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,7,17,fixed_scan,Collision,true,1.6443570006707542,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,7,33,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,33,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
true-brute,7,65,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,65,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
true-brute,7,129,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,129,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
true-brute,7,257,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,257,fixed_scan,SafeStop,true,2.6195039787008927,0.66666666666666663,0.875,0,true,true,true
true-brute,7,361,fixed_scan,SafeStop,true,2.6176763850138203,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,361,fixed_scan,SafeStop,true,2.6176763850138203,0.66666666666666663,0.875,0,true,true,true
true-brute,7,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,7,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,8,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,8,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,8,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,8,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,8,9,fixed_scan,Collision,true,0.89239383732374866,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,8,9,fixed_scan,Collision,true,0.89239383732374866,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,8,17,fixed_scan,Collision,true,1.6439290663200805,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,8,17,fixed_scan,Collision,true,1.6439290663200805,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,8,33,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,33,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
true-brute,8,65,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,65,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
true-brute,8,129,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,129,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
true-brute,8,257,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,257,fixed_scan,SafeStop,true,2.6196706763275097,0.66666666666666663,0.875,0,true,true,true
true-brute,8,361,fixed_scan,SafeStop,true,2.6175114760838811,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,361,fixed_scan,SafeStop,true,2.6175114760838811,0.66666666666666663,0.875,0,true,true,true
true-brute,8,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,8,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,9,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,9,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,9,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,9,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,9,9,fixed_scan,Collision,true,0.89095835120190825,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,9,9,fixed_scan,Collision,true,0.89095835120190825,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,9,17,fixed_scan,Collision,true,1.6435014761648319,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,9,17,fixed_scan,Collision,true,1.6435014761648319,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,9,33,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,33,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
true-brute,9,65,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,65,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
true-brute,9,129,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,129,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
true-brute,9,257,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,257,fixed_scan,SafeStop,true,2.6199043472027217,0.66666666666666663,0.875,0,true,true,true
true-brute,9,361,fixed_scan,SafeStop,true,2.6173467814922069,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,361,fixed_scan,SafeStop,true,2.6173467814922069,0.66666666666666663,0.875,0,true,true,true
true-brute,9,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,9,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,10,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,10,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,10,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,10,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,10,9,fixed_scan,Collision,true,0.8895275415314331,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,10,9,fixed_scan,Collision,true,0.8895275415314331,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,10,17,fixed_scan,Collision,true,1.6430742298732759,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,10,17,fixed_scan,Collision,true,1.6430742298732759,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,10,33,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,33,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
true-brute,10,65,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,65,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
true-brute,10,129,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,129,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
true-brute,10,257,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,257,fixed_scan,SafeStop,true,2.620252770734758,0.66666666666666663,0.875,0,true,true,true
true-brute,10,361,fixed_scan,SafeStop,true,2.6172496923889521,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,361,fixed_scan,SafeStop,true,2.6172496923889521,0.66666666666666663,0.875,0,true,true,true
true-brute,10,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,10,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,11,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,11,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,11,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,11,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,11,9,fixed_scan,Collision,true,0.88810138560726704,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,11,9,fixed_scan,Collision,true,0.88810138560726704,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,11,17,fixed_scan,Collision,true,1.6426473271141375,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,11,17,fixed_scan,Collision,true,1.6426473271141375,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,11,33,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,33,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
true-brute,11,65,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,65,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
true-brute,11,129,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,129,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
true-brute,11,257,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,257,fixed_scan,SafeStop,true,2.6206014807937881,0.66666666666666663,0.875,0,true,true,true
true-brute,11,361,fixed_scan,SafeStop,true,2.6172479641124209,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,361,fixed_scan,SafeStop,true,2.6172479641124209,0.66666666666666663,0.875,0,true,true,true
true-brute,11,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
scene-bvh,11,361,first_frame_braking,SafeStop,true,2.6169270706189174,0.66666666666666663,0.875,0,true,true,true
true-brute,12,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,12,0,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,12,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
scene-bvh,12,5,fixed_scan,Collision,false,-1,-1,-1,3,true,true,true
true-brute,12,9,fixed_scan,Collision,true,0.88667986087110851,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
scene-bvh,12,9,fixed_scan,Collision,true,0.88667986087110851,0.066666666666666582,-0.92500000000000027,2.7202941017470894,true,true,true
true-brute,12,17,fixed_scan,Collision,true,1.642220767556595,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
scene-bvh,12,17,fixed_scan,Collision,true,1.642220767556595,0.33333333333333343,-0.12499999999999978,0.99999999999999956,true,true,true
true-brute,12,33,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
scene-bvh,12,33,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
true-brute,12,65,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
scene-bvh,12,65,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
true-brute,12,129,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
scene-bvh,12,129,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
true-brute,12,257,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
scene-bvh,12,257,fixed_scan,SafeStop,true,2.6209504775458128,0.66666666666666663,0.875,0,true,true,true
