mode,budget_ms,seed,speed,collision_free_completion,reached_end,wall_contact,progress,distance_to_first_collision,collisions,distance,collisions_per_100m,predicted_k,avg_k,min_k,max_k,execution_overrun_pct
true-brute,2.00,1021,3.5,0,0,0,0.659225,7.340000,4,79.886667,5.007093,20.00,13.757833,0,21,99.966667
true-brute,2.00,1022,3.5,0,0,0,0.648988,44.560000,2,78.760000,2.539360,22.00,15.493167,0,19,100.000000
true-brute,2.00,1023,3.5,0,0,0,0.659052,10.993333,3,79.966667,3.751563,18.00,15.553500,0,17,99.983333
true-brute,2.00,1024,3.5,0,0,0,0.658282,30.540000,6,79.966667,7.503126,22.00,18.729500,1,20,99.983333
true-brute,2.00,1025,3.5,0,0,0,0.655223,11.980000,7,79.940000,8.756567,22.00,17.616000,1,21,99.950000
true-brute,2.00,1026,3.5,0,0,0,0.597350,5.633333,5,72.306667,6.914992,17.00,14.469122,0,19,99.981943
true-brute,2.00,1027,3.5,0,0,0,0.660396,6.660000,5,79.966667,6.252605,21.00,17.081500,0,20,100.000000
true-brute,2.00,1028,3.5,0,0,0,0.660350,30.046667,4,79.966667,5.002084,22.00,15.270667,0,20,100.000000
true-brute,2.00,1029,3.5,0,0,0,0.094772,-1.000000,0,11.973333,0.000000,21.00,13.902316,1,17,100.000000
true-brute,2.00,1030,3.5,0,0,0,0.661900,7.393333,3,79.966667,3.751563,18.00,14.203333,0,18,99.983333
true-brute,2.00,1031,3.5,0,0,0,0.399563,17.126667,5,48.620000,10.283834,22.00,14.255814,0,19,100.000000
scene-bvh,2.00,1000,3.5,1,1,0,1.000000,-1.000000,0,122.638657,0.000000,361.00,360.848415,98,361,0.057637
scene-bvh,2.00,1001,3.5,1,1,0,1.000000,-1.000000,0,123.601650,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1002,3.5,0,1,0,1.000000,16.853582,2,124.217010,1.610085,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1003,3.5,0,0,0,0.105668,-1.000000,0,12.935516,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1004,3.5,0,0,0,0.386562,-1.000000,0,48.232372,0.000000,361.00,360.827620,244,361,0.097943
scene-bvh,2.00,1005,3.5,0,0,0,0.467177,-1.000000,0,58.002752,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1006,3.5,1,1,0,1.000000,-1.000000,0,122.074384,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1007,3.5,0,0,0,0.061730,-1.000000,0,7.689692,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1008,3.5,0,0,0,0.495840,10.747612,2,61.834323,3.234450,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1009,3.5,0,0,0,0.117611,-1.000000,0,14.624314,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1010,3.5,1,1,0,1.000000,-1.000000,0,124.110802,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1011,3.5,0,0,0,0.063058,-1.000000,0,7.699408,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1012,3.5,0,0,0,0.590970,-1.000000,0,73.278651,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1013,3.5,0,0,0,0.688812,42.044406,1,84.295267,1.186306,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1014,3.5,0,1,0,1.000000,27.533204,1,123.676908,0.808558,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1015,3.5,0,0,0,0.718661,19.298541,1,87.279426,1.145745,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1016,3.5,0,0,0,0.465097,-1.000000,0,56.838151,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1017,3.5,0,0,0,0.281673,-1.000000,0,34.215956,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1018,3.5,0,0,0,0.582990,-1.000000,0,71.975253,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1019,3.5,1,1,0,1.000000,-1.000000,0,123.171979,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1020,3.5,0,0,0,0.126198,-1.000000,0,15.470965,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1021,3.5,0,1,0,1.000000,42.378266,1,122.647832,0.815343,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1022,3.5,0,0,0,0.256089,-1.000000,0,31.608506,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1023,3.5,0,0,0,0.929979,-1.000000,0,115.069810,0.000000,361.00,360.786603,174,361,0.118554
scene-bvh,2.00,1024,3.5,0,0,0,0.281952,-1.000000,0,34.538350,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1025,3.5,0,0,0,0.621070,-1.000000,0,76.620688,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1026,3.5,0,0,0,0.573544,-1.000000,0,70.921237,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1027,3.5,0,0,0,0.200101,24.088175,1,24.501509,4.081381,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1028,3.5,0,0,0,0.421188,-1.000000,0,51.663188,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1029,3.5,0,1,0,1.000000,112.303009,1,123.924983,0.806940,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1030,3.5,0,0,0,0.624870,11.625912,1,77.067948,1.297556,361.00,361.000000,361,361,0.000000
scene-bvh,2.00,1031,3.5,0,1,0,1.000000,57.422939,1,124.178534,0.805292,361.00,361.000000,361,361,0.000000
true-brute,3.00,1000,3.5,0,0,0,0.210499,7.793333,1,25.793333,3.876971,34.00,24.344687,3,29,99.954587
true-brute,3.00,1001,3.5,0,0,0,0.653483,23.100000,3,79.966667,3.751563,29.00,23.532167,0,26,99.966667
true-brute,3.00,1002,3.5,0,0,0,0.049194,-1.000000,0,6.333333,0.000000,32.00,24.696309,9,26,100.000000
true-brute,3.00,1003,3.5,0,0,0,0.047686,-1.000000,0,6.166667,0.000000,29.00,23.351885,8,25,100.000000
true-brute,3.00,1004,3.5,0,0,0,0.038431,-1.000000,0,4.966667,0.000000,29.00,24.417559,8,26,99.785867
true-brute,3.00,1005,3.5,0,0,0,0.158429,-1.000000,0,19.600000,0.000000,33.00,27.662453,6,32,100.000000
true-brute,3.00,1006,3.5,0,0,0,0.653680,18.486667,3,79.900000,3.754693,28.00,25.153000,0,31,99.950000
true-brute,3.00,1007,3.5,0,0,0,0.658081,41.886667,2,79.966667,2.501042,34.00,26.703500,0,32,99.900000
true-brute,3.00,1008,3.5,0,0,0,0.660464,42.233333,1,79.966667,1.250521,34.00,27.621667,1,34,99.983333
true-brute,3.00,1009,3.5,0,0,0,0.661505,5.633333,3,79.966667,3.751563,26.00,27.482167,0,30,99.950000
true-brute,3.00,1010,3.5,0,0,0,0.648154,22.566667,4,79.966667,5.002084,31.00,29.488500,0,35,99.983333
true-brute,3.00,1011,3.5,0,0,0,0.655793,17.093333,2,79.960000,2.501251,30.00,30.570000,0,35,99.933333
true-brute,3.00,1012,3.5,0,0,0,0.660076,14.140000,3,79.966667,3.751563,24.00,31.399333,2,36,99.983333
true-brute,3.00,1013,3.5,0,0,0,0.313596,23.033333,1,38.366667,2.606429,34.00,32.336810,5,36,99.932705
true-brute,3.00,1014,3.5,0,0,0,0.312326,36.433333,1,38.326667,2.609149,34.00,29.247895,3,31,99.966319
true-brute,3.00,1015,3.5,0,0,0,0.654818,5.406667,4,79.960000,5.002501,31.00,28.453500,0,33,99.983333
true-brute,3.00,1016,3.5,0,0,0,0.191591,23.020000,1,23.753333,4.209935,32.00,30.206823,6,35,99.786780
true-brute,3.00,1017,3.5,0,0,0,0.658883,-1.000000,0,79.966667,0.000000,32.00,33.402333,5,35,99.916667
true-brute,3.00,1018,3.5,0,0,0,0.105761,9.086667,2,13.073333,15.298317,31.00,35.390698,9,36,100.000000
true-brute,3.00,1019,3.5,0,0,0,0.212574,25.686667,1,26.360000,3.793627,31.00,34.379344,8,35,99.951737
true-brute,3.00,1020,3.5,0,0,0,0.651378,35.700000,1,79.966667,1.250521,34.00,33.207833,0,35,99.983333
true-brute,3.00,1021,3.5,0,0,0,0.063929,7.486667,1,8.133333,12.295082,30.00,32.771631,3,34,99.858156
true-brute,3.00,1022,3.5,0,0,0,0.657129,42.606667,2,79.966667,2.501042,33.00,34.760000,5,36,99.866667
true-brute,3.00,1023,3.5,0,0,0,0.655571,11.126667,3,79.966667,3.751563,27.00,34.384333,7,35,99.966667
true-brute,3.00,1024,3.5,0,0,0,0.608535,23.233333,3,74.640000,4.019293,33.00,33.938038,0,35,99.947341
true-brute,3.00,1025,3.5,0,0,0,0.651728,18.700000,4,79.966667,5.002084,34.00,34.786333,5,36,99.966667
true-brute,3.00,1026,3.5,0,0,0,0.593748,6.753333,1,71.886667,1.391079,26.00,33.435837,2,34,100.000000
true-brute,3.00,1027,3.5,0,0,0,0.657933,28.233333,1,79.966667,1.250521,31.00,33.540333,4,35,99.983333
true-brute,3.00,1028,3.5,0,0,0,0.651836,32.240000,4,79.480000,5.032713,33.00,27.767667,0,34,99.966667
true-brute,3.00,1029,3.5,0,0,0,0.095530,-1.000000,0,12.046667,0.000000,31.00,34.313627,8,35,100.000000
true-brute,3.00,1030,3.5,0,0,0,0.661121,7.420000,4,79.966667,5.002084,27.00,31.785667,1,33,99.933333
true-brute,3.00,1031,3.5,0,0,0,0.144016,17.140000,1,17.886667,5.590757,33.00,33.559889,8,35,99.791086
scene-bvh,3.00,1000,3.5,1,1,0,1.000000,-1.000000,0,122.638657,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1001,3.5,1,1,0,1.000000,-1.000000,0,123.601650,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1002,3.5,0,1,0,1.000000,16.853582,2,124.217010,1.610085,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1003,3.5,0,0,0,0.105668,-1.000000,0,12.935516,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1004,3.5,0,0,0,0.386562,-1.000000,0,48.232372,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1005,3.5,0,0,0,0.467177,-1.000000,0,58.002752,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1006,3.5,1,1,0,1.000000,-1.000000,0,122.074384,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1007,3.5,0,0,0,0.061730,-1.000000,0,7.689692,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1008,3.5,0,0,0,0.495840,10.747612,2,61.834323,3.234450,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1009,3.5,0,0,0,0.117611,-1.000000,0,14.624314,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1010,3.5,1,1,0,1.000000,-1.000000,0,124.110802,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1011,3.5,0,0,0,0.063058,-1.000000,0,7.699408,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1012,3.5,0,0,0,0.590970,-1.000000,0,73.278651,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1013,3.5,0,0,0,0.688812,42.044406,1,84.295267,1.186306,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1014,3.5,0,1,0,1.000000,27.533204,1,123.676908,0.808558,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1015,3.5,0,0,0,0.718661,19.298541,1,87.279426,1.145745,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1016,3.5,0,0,0,0.465097,-1.000000,0,56.838151,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1017,3.5,0,0,0,0.281673,-1.000000,0,34.215956,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1018,3.5,0,0,0,0.582990,-1.000000,0,71.975253,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1019,3.5,1,1,0,1.000000,-1.000000,0,123.171979,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1020,3.5,0,0,0,0.126198,-1.000000,0,15.470965,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1021,3.5,0,1,0,1.000000,42.378266,1,122.647832,0.815343,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1022,3.5,0,0,0,0.256089,-1.000000,0,31.608506,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1023,3.5,0,0,0,0.929979,-1.000000,0,115.069810,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1024,3.5,0,0,0,0.281952,-1.000000,0,34.538350,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1025,3.5,0,0,0,0.621070,-1.000000,0,76.620688,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1026,3.5,0,0,0,0.573544,-1.000000,0,70.921237,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1027,3.5,0,0,0,0.200101,24.088175,1,24.501509,4.081381,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1028,3.5,0,0,0,0.421188,-1.000000,0,51.663188,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1029,3.5,0,1,0,1.000000,112.303009,1,123.924983,0.806940,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1030,3.5,0,0,0,0.624870,11.625912,1,77.067948,1.297556,361.00,361.000000,361,361,0.000000
scene-bvh,3.00,1031,3.5,0,1,0,1.000000,57.422939,1,124.178534,0.805292,361.00,361.000000,361,361,0.000000
true-brute,5.00,1000,3.5,0,0,0,0.653754,36.540000,3,79.966667,3.751563,57.00,53.663500,0,58,99.916667
true-brute,5.00,1001,3.5,0,0,0,0.654098,32.526667,1,79.966667,1.250521,48.00,55.484000,6,57,99.933333
true-brute,5.00,1002,3.5,0,0,0,0.048098,-1.000000,0,6.180000,0.000000,54.00,57.302867,25,58,100.000000
true-brute,5.00,1003,3.5,0,0,0,0.045458,-1.000000,0,5.873333,0.000000,49.00,54.953271,17,56,100.000000
true-brute,5.00,1004,3.5,0,0,0,0.057558,-1.000000,0,7.340000,0.000000,49.00,57.267388,21,59,99.845440
true-brute,5.00,1005,3.5,0,0,0,0.152497,-1.000000,0,18.886667,0.000000,55.00,57.982793,14,60,99.867637
true-brute,5.00,1006,3.5,0,0,0,0.653834,30.353333,2,79.966667,2.501042,47.00,54.207500,2,56,99.966667
true-brute,5.00,1007,3.5,0,0,0,0.657708,68.433333,1,79.966667,1.250521,56.00,55.288500,0,57,99.966667
true-brute,5.00,1008,3.5,0,0,0,0.658634,-1.000000,0,79.773333,0.000000,57.00,49.552333,0,60,100.000000
true-brute,5.00,1009,3.5,0,0,0,0.657778,5.646667,4,79.966667,5.002084,44.00,55.999500,0,61,99.966667
true-brute,5.00,1010,3.5,0,0,0,0.407799,20.633333,3,50.366667,5.956320,53.00,55.563275,8,60,100.000000
true-brute,5.00,1011,3.5,0,0,0,0.651195,17.246667,3,79.966667,3.751563,51.00,54.713000,1,58,99.966667
true-brute,5.00,1012,3.5,0,0,0,0.657529,67.193333,1,79.966667,1.250521,40.00,55.033833,0,60,99.983333
true-brute,5.00,1013,3.5,0,0,0,0.649447,39.393333,3,79.420000,3.777386,56.00,57.412333,0,61,99.950000
true-brute,5.00,1014,3.5,0,0,0,0.429942,35.206667,2,52.997778,3.773743,57.00,55.920447,4,60,99.931616
true-brute,5.00,1015,3.5,0,0,0,0.606369,5.460000,4,74.420000,5.374899,52.00,58.216643,6,61,99.982444
true-brute,5.00,1016,3.5,0,0,0,0.655749,23.233333,1,79.966667,1.250521,54.00,52.635500,0,58,99.950000
true-brute,5.00,1017,3.5,0,0,0,0.660053,-1.000000,0,79.966667,0.000000,54.00,55.013167,0,58,99.950000
true-brute,5.00,1018,3.5,0,0,0,0.656337,12.460000,2,79.966667,2.501042,52.00,54.392833,0,61,99.933333
true-brute,5.00,1019,3.5,0,0,0,0.549847,59.564444,2,67.497778,2.963061,52.00,55.250000,0,59,99.943988
true-brute,5.00,1020,3.5,0,0,0,0.651407,35.686667,1,79.940000,1.250938,56.00,55.102333,1,59,99.916667
true-brute,5.00,1021,3.5,0,0,0,0.304437,7.873333,3,37.802222,7.936041,50.00,54.554475,6,57,99.967575
true-brute,5.00,1022,3.5,0,0,0,0.658340,-1.000000,0,79.966667,0.000000,56.00,52.534000,0,60,99.933333
true-brute,5.00,1023,3.5,0,0,0,0.653771,11.166667,2,79.966667,2.501042,46.00,45.278667,0,59,100.000000
true-brute,5.00,1024,3.5,0,0,0,0.194292,23.220000,1,23.980000,4.170142,55.00,52.433175,15,55,99.947174
true-brute,5.00,1025,3.5,0,0,0,0.649570,56.420000,2,79.966667,2.501042,57.00,56.636500,16,60,99.966667
true-brute,5.00,1026,3.5,0,0,0,0.658196,6.980000,2,79.966667,2.501042,43.00,50.168833,1,57,99.900000
true-brute,5.00,1027,3.5,0,0,0,0.659011,6.700000,1,79.966667,1.250521,53.00,36.657000,0,51,99.916667
true-brute,5.00,1028,3.5,0,0,0,0.276749,-1.000000,0,34.126667,0.000000,55.00,40.771481,1,54,100.000000
true-brute,5.00,1029,3.5,0,0,0,0.251498,11.393333,2,30.926667,6.466911,52.00,47.912593,0,55,99.958575
true-brute,5.00,1030,3.5,0,0,0,0.659476,7.660000,2,79.966667,2.501042,45.00,42.259000,0,53,99.883333
true-brute,5.00,1031,3.5,0,0,0,0.144204,17.046667,1,17.820000,5.611672,56.00,43.057303,3,50,100.000000
scene-bvh,5.00,1000,3.5,1,1,0,1.000000,-1.000000,0,122.638657,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1001,3.5,1,1,0,1.000000,-1.000000,0,123.601650,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1002,3.5,0,1,0,1.000000,16.853582,2,124.217010,1.610085,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1003,3.5,0,0,0,0.105668,-1.000000,0,12.935516,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1004,3.5,0,0,0,0.386562,-1.000000,0,48.232372,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1005,3.5,0,0,0,0.467177,-1.000000,0,58.002752,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1006,3.5,1,1,0,1.000000,-1.000000,0,122.074384,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1007,3.5,0,0,0,0.061730,-1.000000,0,7.689692,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1008,3.5,0,0,0,0.495840,10.747612,2,61.834323,3.234450,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1009,3.5,0,0,0,0.117611,-1.000000,0,14.624314,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1010,3.5,1,1,0,1.000000,-1.000000,0,124.110802,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1011,3.5,0,0,0,0.063058,-1.000000,0,7.699408,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1012,3.5,0,0,0,0.590970,-1.000000,0,73.278651,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1013,3.5,0,0,0,0.688812,42.044406,1,84.295267,1.186306,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1014,3.5,0,1,0,1.000000,27.533204,1,123.676908,0.808558,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1015,3.5,0,0,0,0.718661,19.298541,1,87.279426,1.145745,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1016,3.5,0,0,0,0.465097,-1.000000,0,56.838151,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1017,3.5,0,0,0,0.281673,-1.000000,0,34.215956,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1018,3.5,0,0,0,0.582990,-1.000000,0,71.975253,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1019,3.5,1,1,0,1.000000,-1.000000,0,123.171979,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1020,3.5,0,0,0,0.126198,-1.000000,0,15.470965,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1021,3.5,0,1,0,1.000000,42.378266,1,122.647832,0.815343,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1022,3.5,0,0,0,0.256089,-1.000000,0,31.608506,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1023,3.5,0,0,0,0.929979,-1.000000,0,115.069810,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1024,3.5,0,0,0,0.281952,-1.000000,0,34.538350,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1025,3.5,0,0,0,0.621070,-1.000000,0,76.620688,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1026,3.5,0,0,0,0.573544,-1.000000,0,70.921237,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1027,3.5,0,0,0,0.200101,24.088175,1,24.501509,4.081381,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1028,3.5,0,0,0,0.421188,-1.000000,0,51.663188,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1029,3.5,0,1,0,1.000000,112.303009,1,123.924983,0.806940,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1030,3.5,0,0,0,0.624870,11.625912,1,77.067948,1.297556,361.00,361.000000,361,361,0.000000
scene-bvh,5.00,1031,3.5,0,1,0,1.000000,57.422939,1,124.178534,0.805292,361.00,361.000000,361,361,0.000000
true-brute,8.00,1000,3.5,0,0,0,0.232241,-1.000000,0,28.702222,0.000000,92.00,75.060284,0,93,99.911348
true-brute,8.00,1001,3.5,0,0,0,0.655576,32.606667,1,79.966667,1.250521,77.00,76.357167,4,92,99.966667
true-brute,8.00,1002,3.5,0,0,0,0.048148,-1.000000,0,6.180000,0.000000,87.00,78.666667,28,82,100.000000
true-brute,8.00,1003,3.5,0,0,0,0.044621,-1.000000,0,5.753333,0.000000,78.00,81.878327,32,90,99.809886
true-brute,8.00,1004,3.5,0,0,0,0.039760,-1.000000,0,4.902222,0.000000,78.00,86.134298,23,94,100.000000
true-brute,8.00,1005,3.5,0,0,0,0.125791,-1.000000,0,15.482222,0.000000,88.00,90.777341,30,96,100.000000
true-brute,8.00,1006,3.5,0,0,0,0.652034,-1.000000,0,79.966667,0.000000,76.00,89.010333,19,91,99.983333
true-brute,8.00,1007,3.5,0,0,0,0.364646,-1.000000,0,44.657778,0.000000,91.00,88.750968,0,92,99.916989
true-brute,8.00,1008,3.5,0,0,0,0.285670,10.593333,1,34.860000,2.868617,91.00,93.430048,0,96,99.889258
true-brute,8.00,1009,3.5,0,0,0,0.069639,-1.000000,0,8.433333,0.000000,70.00,95.152682,16,97,99.862448
true-brute,8.00,1010,3.5,0,0,0,0.658267,-1.000000,0,79.966667,0.000000,85.00,93.718167,9,96,99.933333
true-brute,8.00,1011,3.5,0,0,0,0.210905,-1.000000,0,25.806667,0.000000,81.00,91.199507,11,93,99.950739
true-brute,8.00,1012,3.5,0,0,0,0.464771,-1.000000,0,56.580000,0.000000,65.00,93.677271,7,96,99.953896
true-brute,8.00,1013,3.5,0,0,0,0.286912,-1.000000,0,35.246667,0.000000,91.00,95.033236,30,97,100.000000
true-brute,8.00,1014,3.5,0,0,0,0.173659,-1.000000,0,21.566667,0.000000,92.00,94.018692,43,96,99.941589
true-brute,8.00,1015,3.5,0,0,0,0.657162,19.526667,3,79.966667,3.751563,84.00,94.734333,2,97,99.983333
true-brute,8.00,1016,3.5,0,0,0,0.271729,13.993333,1,32.940000,3.035823,86.00,88.306043,1,93,99.922027
true-brute,8.00,1017,3.5,0,0,0,0.430931,35.180000,1,52.173333,1.916688,86.00,89.079085,38,93,99.950261
true-brute,8.00,1018,3.5,0,0,0,0.075114,-1.000000,0,9.126667,0.000000,84.00,93.618742,20,97,100.000000
true-brute,8.00,1019,3.5,0,0,0,0.649965,-1.000000,0,79.966667,0.000000,84.00,91.891500,0,95,99.933333
true-brute,8.00,1020,3.5,0,0,0,0.110758,-1.000000,0,13.473333,0.000000,90.00,89.360614,4,95,99.914749
true-brute,8.00,1021,3.5,0,0,0,0.650618,42.526667,1,79.966667,1.250521,80.00,87.407167,0,92,99.933333
true-brute,8.00,1022,3.5,0,0,0,0.384928,-1.000000,0,46.648889,0.000000,90.00,90.779224,1,96,99.944598
true-brute,8.00,1023,3.5,0,0,0,0.096107,-1.000000,0,11.646667,0.000000,74.00,89.766529,1,95,100.000000
true-brute,8.00,1024,3.5,0,0,0,0.659928,32.740000,1,79.966667,1.250521,88.00,91.164667,1,94,99.900000
true-brute,8.00,1025,3.5,0,0,0,0.211531,-1.000000,0,25.686667,0.000000,91.00,90.080653,0,96,99.950520
true-brute,8.00,1026,3.5,0,0,0,0.584659,53.006667,1,72.486667,1.379564,69.00,88.253842,1,92,99.963840
true-brute,8.00,1027,3.5,0,0,0,0.415181,-1.000000,0,50.493333,0.000000,85.00,89.058733,4,93,99.948480
true-brute,8.00,1028,3.5,0,0,0,0.049402,-1.000000,0,5.980000,0.000000,88.00,88.149171,16,92,100.000000
true-brute,8.00,1029,3.5,0,0,0,0.652550,13.846667,1,79.966667,1.250521,84.00,89.220000,0,94,100.000000
true-brute,8.00,1030,3.5,0,0,0,0.659873,-1.000000,0,79.966667,0.000000,72.00,84.777000,2,88,99.966667
true-brute,8.00,1031,3.5,0,0,0,0.227822,-1.000000,0,27.660000,0.000000,90.00,89.765791,0,95,99.907792
scene-bvh,8.00,1000,3.5,1,1,0,1.000000,-1.000000,0,122.638657,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1001,3.5,1,1,0,1.000000,-1.000000,0,123.601650,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1002,3.5,0,1,0,1.000000,16.853582,2,124.217010,1.610085,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1003,3.5,0,0,0,0.105668,-1.000000,0,12.935516,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1004,3.5,0,0,0,0.386562,-1.000000,0,48.232372,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1005,3.5,0,0,0,0.467177,-1.000000,0,58.002752,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1006,3.5,1,1,0,1.000000,-1.000000,0,122.074384,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1007,3.5,0,0,0,0.061730,-1.000000,0,7.689692,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1008,3.5,0,0,0,0.495840,10.747612,2,61.834323,3.234450,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1009,3.5,0,0,0,0.117611,-1.000000,0,14.624314,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1010,3.5,1,1,0,1.000000,-1.000000,0,124.110802,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1011,3.5,0,0,0,0.063058,-1.000000,0,7.699408,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1012,3.5,0,0,0,0.590970,-1.000000,0,73.278651,0.000000,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1013,3.5,0,0,0,0.688812,42.044406,1,84.295267,1.186306,361.00,361.000000,361,361,0.000000
scene-bvh,8.00,1014,3.5,0,1,0,1.000000,27.533204,1,123.676908,0.808558,361.00,361.000000,361,361,0.000000
